epiweek,time_value,issue,geo_type,geo_value,sarscov2_tests,sarscov2_positive_tests,flu_tests,fluah1n1pdm09_positive_tests,fluah3_positive_tests,fluauns_positive_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,hpiv1_positive_tests,hpiv2_positive_tests,hpiv3_positive_tests,hpiv4_positive_tests,hpivother_positive_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,evrv_tests,evrv_positive_tests,hcov_tests,hcov_positive_tests,flu_positive_tests
202337,2023-09-16,2023-09-21,lab,nt,9,2,7,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA
202337,2023-09-16,2023-09-21,lab,nu,84,8,58,0,0,0,0,0,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202337,2023-09-16,2023-09-21,region,territories,149,15,92,0,0,0,0,0,92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA
202337,2023-09-16,2023-09-21,nation,ca,30976,5140,17363,26,8,25,73,6,16177,124,6890,25,15,10,15,48,6908,102,6927,25,5836,1056,5646,10,NA
202336,2023-09-09,2023-09-14,lab,nl,414,81,279,0,0,0,0,0,279,3,279,0,0,0,2,0,279,3,279,0,279,70,279,2,NA
202336,2023-09-09,2023-09-14,lab,pe,162,23,9,0,0,0,0,0,9,0,7,0,0,0,0,0,7,1,7,0,7,4,7,0,NA
202336,2023-09-09,2023-09-14,lab,ns,1129,284,392,0,0,0,0,0,392,1,24,2,0,0,0,0,24,2,24,1,24,5,24,0,NA
202336,2023-09-09,2023-09-14,lab,nb,641,86,367,0,0,0,0,0,367,2,45,0,1,0,1,0,45,1,45,0,45,11,45,0,NA
202336,2023-09-09,2023-09-14,region,atlantic,2346,474,1047,0,0,0,0,0,1047,6,355,2,1,0,3,0,355,7,355,1,355,90,355,2,NA
202336,2023-09-09,2023-09-14,lab,région nord est,1228,175,951,0,0,2,2,0,170,1,52,0,1,0,2,0,52,0,51,2,NA,NA,52,0,NA
202336,2023-09-09,2023-09-14,lab,québec chaudière appalaches,1746,249,420,0,0,2,2,0,420,5,189,1,0,0,1,0,199,10,189,4,NA,NA,189,1,NA
202336,2023-09-09,2023-09-14,lab,centre du québec,1831,370,204,0,0,0,0,0,204,3,38,1,0,1,0,0,38,1,38,0,NA,NA,38,0,NA
202336,2023-09-09,2023-09-14,lab,montréal laval,2916,467,1074,0,0,2,2,1,986,19,564,2,3,3,4,0,564,8,564,6,NA,NA,564,6,NA
202336,2023-09-09,2023-09-14,lab,ouest du québec,1369,279,339,0,0,0,0,0,339,10,15,0,0,0,0,0,15,0,15,0,NA,NA,15,0,NA
202336,2023-09-09,2023-09-14,lab,montérégie,1154,240,657,0,0,1,1,0,624,7,3,0,0,0,0,0,3,0,3,0,NA,NA,3,0,NA
202336,2023-09-09,2023-09-14,region,qc,10244,1780,3645,0,0,7,7,1,2743,45,861,4,4,4,7,0,871,19,860,12,NA,NA,861,7,NA
202336,2023-09-09,2023-09-14,lab,phol ottawa,551,213,208,0,0,0,0,0,208,0,124,0,0,0,0,1,124,0,124,0,124,26,124,0,NA
202336,2023-09-09,2023-09-14,lab,eorla,1135,129,341,0,0,1,1,0,341,9,21,0,1,0,0,0,21,0,21,0,21,4,21,0,NA
202336,2023-09-09,2023-09-14,lab,phol kingston,248,39,81,0,0,0,0,0,81,0,74,0,0,0,0,1,74,0,74,0,74,26,74,0,NA
202336,2023-09-09,2023-09-14,lab,uhn mount sinai hospital,859,44,450,0,0,0,0,1,450,0,15,0,0,0,0,0,15,0,15,0,15,2,15,0,NA
202336,2023-09-09,2023-09-14,lab,phol toronto,386,149,634,11,1,0,7,0,634,1,583,0,0,0,0,17,583,6,583,3,583,125,583,1,NA
202336,2023-09-09,2023-09-14,lab,shared hospital laboratory,889,64,889,1,1,0,2,1,889,11,889,0,0,0,0,11,889,5,892,1,892,67,892,1,NA
202336,2023-09-09,2023-09-14,lab,phol sault ste marie,2,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0,NA
202336,2023-09-09,2023-09-14,lab,phol timmins,18,1,9,0,0,0,0,0,9,0,6,0,0,0,0,0,6,0,6,0,6,3,6,0,NA
202336,2023-09-09,2023-09-14,lab,st josephs london,588,41,24,0,0,0,0,0,24,0,23,0,0,0,0,0,23,0,23,0,23,2,23,0,NA
202336,2023-09-09,2023-09-14,lab,phol london,344,124,243,0,0,0,0,0,243,1,199,0,0,0,0,6,199,1,199,0,199,46,199,0,NA
202336,2023-09-09,2023-09-14,lab,phol orillia,29,4,42,0,0,0,0,0,42,0,34,0,0,0,0,1,34,0,34,0,34,13,34,0,NA
202336,2023-09-09,2023-09-14,lab,phol thunder bay,47,16,26,0,0,0,0,0,26,0,17,0,0,0,0,1,17,0,17,1,17,2,17,0,NA
202336,2023-09-09,2023-09-14,lab,phol sudbury,9,1,10,0,0,0,0,0,10,0,9,0,0,0,0,0,9,0,9,0,9,2,9,0,NA
202336,2023-09-09,2023-09-14,lab,phol hamilton,287,102,194,1,0,0,0,0,194,0,122,0,0,0,0,7,122,2,122,0,122,27,122,0,NA
202336,2023-09-09,2023-09-14,lab,phol peterborough,36,2,36,0,0,0,0,0,36,3,32,0,0,0,0,0,32,1,32,0,32,8,32,0,NA
202336,2023-09-09,2023-09-14,lab,st josephs hamilton,1364,132,1138,0,0,1,1,2,1138,9,1138,0,0,1,0,0,1138,9,1138,1,1138,70,0,0,NA
202336,2023-09-09,2023-09-14,lab,sault area hospital,64,4,51,0,1,0,1,0,51,2,51,0,0,0,0,0,51,2,51,0,51,6,51,0,NA
202336,2023-09-09,2023-09-14,region,on,6856,1065,4379,13,3,2,12,4,4379,36,3340,0,1,1,0,45,3340,26,3343,6,3343,429,2205,2,NA
202336,2023-09-09,2023-09-14,lab,mb,1284,203,1044,0,0,1,1,0,1044,0,59,0,2,0,2,0,59,4,97,0,59,17,97,1,NA
202336,2023-09-09,2023-09-14,lab,sk,1183,99,472,0,0,0,0,0,458,0,207,0,0,0,0,0,207,8,207,2,207,43,207,0,NA
202336,2023-09-09,2023-09-14,lab,ab,3502,391,2282,7,4,0,11,2,2180,4,705,3,2,1,0,0,705,9,702,0,695,100,705,5,NA
202336,2023-09-09,2023-09-14,region,prairies,5969,693,3798,7,4,1,12,2,3682,4,971,3,4,1,2,0,971,21,1006,2,961,160,1009,6,NA
202336,2023-09-09,2023-09-14,region,bc,2639,439,2066,20,3,1,31,2,2050,5,495,2,1,3,2,0,495,17,495,2,466,80,466,2,NA
202336,2023-09-09,2023-09-14,lab,yt,57,12,33,0,0,0,0,0,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202336,2023-09-09,2023-09-14,lab,nt,2,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA
202336,2023-09-09,2023-09-14,lab,nu,69,8,59,0,0,0,0,0,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202336,2023-09-09,2023-09-14,region,territories,128,21,93,0,0,0,0,0,93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA
202336,2023-09-09,2023-09-14,nation,ca,28182,4472,15028,40,10,11,62,9,13994,96,6022,11,11,9,14,45,6032,90,6059,23,5126,759,4896,19,NA
202335,2023-09-02,2023-09-08,lab,nl,488,79,283,0,0,0,0,0,283,0,283,0,0,1,3,0,283,3,283,0,283,63,283,0,NA
202335,2023-09-02,2023-09-08,lab,pe,109,13,9,0,0,0,0,0,9,0,7,0,0,0,0,0,7,1,7,0,7,2,7,0,NA
202335,2023-09-02,2023-09-08,lab,ns,871,173,332,0,0,0,0,0,332,0,23,1,0,0,0,0,23,1,23,0,23,2,23,0,NA
202335,2023-09-02,2023-09-08,lab,nb,642,92,360,0,0,0,0,0,345,0,49,0,0,0,0,0,49,2,49,0,49,8,49,0,NA
202335,2023-09-02,2023-09-08,region,atlantic,2110,357,984,0,0,0,0,0,969,0,362,1,0,1,3,0,362,7,362,0,362,75,362,0,NA
202335,2023-09-02,2023-09-08,lab,région nord est,1158,149,827,0,0,0,0,0,145,1,48,1,1,0,4,0,48,1,48,3,NA,NA,48,0,NA
202335,2023-09-02,2023-09-08,lab,québec chaudière appalaches,1582,226,401,0,0,1,1,1,401,7,186,1,0,0,1,0,190,12,186,2,NA,NA,186,0,NA
202335,2023-09-02,2023-09-08,lab,centre du québec,1507,261,195,0,0,1,1,0,193,3,28,2,1,0,1,0,28,1,28,0,NA,NA,28,1,NA
202335,2023-09-02,2023-09-08,lab,montréal laval,2919,458,1056,0,0,4,4,1,960,7,550,8,0,2,3,0,550,7,551,4,NA,NA,550,2,NA
202335,2023-09-02,2023-09-08,lab,ouest du québec,1146,221,277,0,0,1,1,1,277,4,14,1,1,1,2,0,14,1,14,2,NA,NA,14,1,NA
202335,2023-09-02,2023-09-08,lab,montérégie,1046,210,568,0,0,1,1,2,550,7,6,0,0,0,0,0,6,0,6,0,NA,NA,6,0,NA
202335,2023-09-02,2023-09-08,region,qc,9358,1525,3324,0,0,8,8,5,2526,29,832,13,3,3,11,0,836,22,833,11,NA,NA,832,4,NA
202335,2023-09-02,2023-09-08,lab,phol ottawa,289,115,163,1,0,0,1,0,163,3,104,0,0,0,0,1,104,0,104,0,104,14,104,0,NA
202335,2023-09-02,2023-09-08,lab,eorla,908,89,305,1,0,0,1,0,305,8,14,0,0,0,0,0,14,0,14,0,14,1,14,0,NA
202335,2023-09-02,2023-09-08,lab,phol kingston,187,53,60,0,0,0,0,0,60,0,49,0,0,0,0,5,49,0,49,0,49,10,49,0,NA
202335,2023-09-02,2023-09-08,lab,uhn mount sinai hospital,797,39,405,0,0,1,1,1,405,1,19,0,0,2,0,0,19,0,19,0,19,0,19,0,NA
202335,2023-09-02,2023-09-08,lab,phol toronto,569,80,728,7,2,0,5,0,728,3,682,0,0,0,0,29,682,11,682,0,682,135,682,3,NA
202335,2023-09-02,2023-09-08,lab,shared hospital laboratory,863,69,863,1,3,0,4,0,863,13,861,0,0,0,0,9,861,8,864,3,864,52,864,0,NA
202335,2023-09-02,2023-09-08,lab,phol sault ste marie,2,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0,NA
202335,2023-09-02,2023-09-08,lab,phol timmins,11,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,6,0,6,1,6,0,NA
202335,2023-09-02,2023-09-08,lab,st josephs london,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202335,2023-09-02,2023-09-08,lab,phol london,276,78,169,0,0,0,0,1,169,0,129,0,0,0,0,7,129,0,129,0,129,17,129,0,NA
202335,2023-09-02,2023-09-08,lab,phol orillia,15,2,28,0,0,0,0,0,28,1,27,0,0,0,0,1,27,0,27,0,27,5,27,0,NA
202335,2023-09-02,2023-09-08,lab,phol thunder bay,42,9,21,0,0,0,0,0,21,0,12,0,0,0,0,0,12,1,12,0,12,5,12,0,NA
202335,2023-09-02,2023-09-08,lab,phol sudbury,10,2,12,0,0,0,0,0,12,0,11,0,0,0,0,0,11,0,11,0,11,4,11,0,NA
202335,2023-09-02,2023-09-08,lab,phol hamilton,247,73,179,0,0,0,0,0,179,1,103,0,0,0,0,3,103,1,103,0,103,15,103,0,NA
202335,2023-09-02,2023-09-08,lab,phol peterborough,27,5,34,0,0,0,0,0,34,0,31,0,0,0,0,0,31,0,31,0,31,14,31,0,NA
202335,2023-09-02,2023-09-08,lab,st josephs hamilton,1354,111,1187,0,0,3,3,2,1187,3,1187,0,0,4,0,0,1187,6,1187,4,1187,67,0,0,NA
202335,2023-09-02,2023-09-08,lab,sault area hospital,47,3,37,0,0,0,0,0,37,0,37,0,0,0,0,0,37,0,37,0,37,7,47,0,NA
202335,2023-09-02,2023-09-08,region,on,5644,728,4200,10,5,4,15,4,4200,33,3275,0,0,6,0,55,3275,27,3278,7,3278,347,2101,3,NA
202335,2023-09-02,2023-09-08,lab,mb,1144,154,942,0,0,2,2,0,942,4,49,0,0,0,1,0,49,6,72,0,49,21,72,0,NA
202335,2023-09-02,2023-09-08,lab,sk,982,66,422,0,0,1,1,0,412,1,153,1,2,0,0,0,153,7,153,1,153,28,153,2,NA
202335,2023-09-02,2023-09-08,lab,ab,NA,NA,1355,3,3,0,6,0,1282,2,468,1,1,1,2,0,468,9,342,0,456,50,468,3,NA
202335,2023-09-02,2023-09-08,region,prairies,2126,220,2719,3,3,3,9,0,2636,7,670,2,3,1,3,0,670,22,567,1,658,99,693,5,NA
202335,2023-09-02,2023-09-08,region,bc,2648,475,2133,23,11,3,52,0,2133,7,612,1,2,0,9,0,612,16,612,1,585,91,585,1,NA
202335,2023-09-02,2023-09-08,lab,yt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202335,2023-09-02,2023-09-08,lab,nt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202335,2023-09-02,2023-09-08,lab,nu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202335,2023-09-02,2023-09-08,region,territories,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202335,2023-09-02,2023-09-08,nation,ca,21886,3305,13360,36,19,18,84,9,12464,76,5751,17,8,11,26,55,5755,94,5652,20,4883,612,4573,13,NA
202424,2024-06-15,2024-06-19,lab,nl,570,91,492,0,0,3,3,1,492,7,492,3,1,25,2,0,492,10,492,6,492,64,492,7,4
202424,2024-06-15,2024-06-19,lab,pe,73,10,34,0,0,0,0,0,34,0,7,0,0,0,0,0,7,0,7,0,7,3,7,0,0
202424,2024-06-15,2024-06-19,lab,ns,910,76,832,0,0,5,5,2,702,3,22,0,0,2,0,0,22,1,22,0,22,3,22,0,7
202424,2024-06-15,2024-06-19,lab,nb,698,30,559,1,0,0,1,2,559,4,105,0,0,7,1,0,105,6,105,2,105,33,105,2,3
202424,2024-06-15,2024-06-19,region,atlantic,2251,207,1917,1,0,8,9,5,1787,14,626,3,1,34,3,0,626,17,626,8,626,103,626,9,14
202424,2024-06-15,2024-06-19,lab,région nord est,886,87,941,0,0,1,1,4,554,4,153,0,0,10,0,0,153,4,150,0,NA,NA,153,2,5
202424,2024-06-15,2024-06-19,lab,québec chaudière appalaches,1225,130,882,0,0,6,6,8,841,8,350,1,0,10,0,0,349,8,350,16,NA,NA,226,1,14
202424,2024-06-15,2024-06-19,lab,centre du québec,1198,107,1031,0,0,3,3,3,542,9,38,0,0,6,0,0,38,3,38,0,NA,NA,38,0,6
202424,2024-06-15,2024-06-19,lab,montréal laval,1152,129,1046,0,0,5,5,1,821,12,684,1,2,25,0,0,684,11,686,11,NA,NA,684,4,6
202424,2024-06-15,2024-06-19,lab,ouest du québec,655,42,437,0,0,1,1,1,435,4,46,0,0,3,1,0,46,3,46,7,NA,NA,46,1,2
202424,2024-06-15,2024-06-19,lab,montérégie,793,46,885,0,0,1,1,5,885,5,4,0,0,0,0,0,4,0,4,0,NA,NA,4,0,6
202424,2024-06-15,2024-06-19,region,qc,5909,541,5222,0,0,17,17,22,4078,42,1275,2,2,54,1,0,1274,29,1274,34,NA,NA,1151,8,39
202424,2024-06-15,2024-06-19,lab,phol ottawa,91,21,76,0,0,0,0,0,76,1,62,0,0,0,0,7,62,0,62,2,62,8,62,0,0
202424,2024-06-15,2024-06-19,lab,eorla,721,34,379,0,0,1,1,0,379,1,32,1,0,1,0,0,32,0,32,2,32,5,32,0,1
202424,2024-06-15,2024-06-19,lab,phol kingston,129,30,118,0,0,0,0,1,117,0,69,0,0,0,0,3,69,0,69,0,69,9,69,0,1
202424,2024-06-15,2024-06-19,lab,phol peterborough,43,2,61,0,0,0,0,0,61,0,31,0,0,0,0,4,31,1,31,1,31,5,31,0,0
202424,2024-06-15,2024-06-19,lab,phol toronto,236,71,731,4,1,0,1,0,731,2,691,0,0,0,0,74,691,5,691,30,691,98,691,13,1
202424,2024-06-15,2024-06-19,lab,uhn mount sinai hospital,713,31,531,0,1,1,2,1,531,1,79,2,0,4,0,0,79,0,79,0,79,8,79,0,3
202424,2024-06-15,2024-06-19,lab,sick kids hospital toronto,93,2,84,0,0,0,0,0,84,1,84,0,0,4,0,0,84,1,84,4,84,24,84,2,0
202424,2024-06-15,2024-06-19,lab,shared hospital laboratory,1084,57,813,2,1,0,3,1,814,1,808,0,0,0,0,19,808,7,813,3,813,46,813,0,4
202424,2024-06-15,2024-06-19,lab,phol hamilton,41,5,81,0,1,0,0,0,81,0,74,0,0,0,0,2,74,1,74,2,74,25,74,0,0
202424,2024-06-15,2024-06-19,lab,st josephs hamilton,1249,64,1201,0,0,8,8,1,1201,2,1201,0,0,26,0,0,1201,7,1201,14,1201,89,0,0,9
202424,2024-06-15,2024-06-19,lab,phol london,200,39,174,0,0,0,0,0,174,1,160,0,0,0,0,14,160,1,160,3,160,32,160,0,0
202424,2024-06-15,2024-06-19,lab,st josephs london,347,16,53,0,0,0,0,0,53,0,54,0,0,0,0,1,54,0,54,0,54,4,54,0,0
202424,2024-06-15,2024-06-19,lab,phol orillia,6,3,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,5,0,5,1,5,0,0
202424,2024-06-15,2024-06-19,lab,phol sudbury,15,4,18,0,0,0,0,0,18,0,16,0,0,0,0,0,16,0,16,0,16,1,16,2,0
202424,2024-06-15,2024-06-19,lab,phol timmins,38,5,40,0,0,0,0,0,40,0,30,0,0,0,0,0,30,0,30,2,30,5,30,0,0
202424,2024-06-15,2024-06-19,lab,phol sault ste marie,5,0,12,0,0,0,0,1,12,0,11,0,0,0,0,3,11,0,11,0,11,2,11,0,1
202424,2024-06-15,2024-06-19,lab,sault area hospital,58,5,49,0,0,0,0,0,49,1,41,0,0,0,0,0,41,0,41,0,41,4,41,0,0
202424,2024-06-15,2024-06-19,lab,phol thunder bay,26,1,30,0,0,0,0,0,30,0,22,0,0,0,0,2,22,0,22,1,22,2,22,0,0
202424,2024-06-15,2024-06-19,region,on,5095,390,4456,6,4,10,15,5,4456,11,3470,3,0,35,0,129,3470,23,3475,64,3475,368,2274,17,20
202424,2024-06-15,2024-06-19,lab,mb,899,106,248,0,0,0,0,0,248,0,75,0,0,9,2,0,75,1,94,3,75,11,94,0,0
202424,2024-06-15,2024-06-19,lab,sk,1103,105,764,0,0,4,4,5,676,6,304,0,1,18,0,0,304,1,304,1,304,50,304,3,9
202424,2024-06-15,2024-06-19,lab,ab,3768,413,1117,4,5,0,9,11,989,7,987,6,2,46,0,0,987,3,867,0,982,95,987,15,20
202424,2024-06-15,2024-06-19,region,prairies,5770,624,2129,4,5,4,13,16,1913,13,1366,6,3,73,2,0,1366,5,1265,4,1361,156,1385,18,29
202424,2024-06-15,2024-06-19,region,bc,2898,421,2083,15,5,1,28,2,2074,4,866,3,3,70,4,0,866,13,866,12,838,157,838,10,30
202424,2024-06-15,2024-06-19,lab,yt,65,22,46,0,0,0,1,0,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
202424,2024-06-15,2024-06-19,lab,nt,19,3,19,0,0,0,0,0,19,0,NA,NA,NA,NA,NA,NA,19,1,19,0,19,7,NA,NA,0
202424,2024-06-15,2024-06-19,lab,nu,121,9,101,0,0,0,0,2,101,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
202424,2024-06-15,2024-06-19,region,territories,205,34,166,0,0,0,1,2,166,0,NA,NA,NA,NA,NA,NA,19,1,19,0,19,7,NA,NA,3
202424,2024-06-15,2024-06-19,nation,ca,22128,2217,15973,26,14,40,83,52,14474,84,7603,17,9,266,10,129,7621,88,7525,122,6319,791,6274,62,135
202425,2024-06-22,2024-06-27,lab,nl,517,78,432,0,0,2,2,2,432,2,432,1,2,17,2,0,432,4,432,8,432,59,432,5,4
202425,2024-06-22,2024-06-27,lab,pe,83,5,21,0,0,0,0,0,21,0,8,0,0,0,0,0,8,0,8,0,8,2,8,0,0
202425,2024-06-22,2024-06-27,lab,ns,786,61,740,0,0,2,2,1,683,0,35,0,0,2,0,0,35,0,35,0,35,8,35,0,3
202425,2024-06-22,2024-06-27,lab,nb,697,30,542,0,1,6,7,2,542,0,108,0,0,5,0,0,108,4,108,3,108,29,108,3,9
202425,2024-06-22,2024-06-27,region,atlantic,2083,174,1735,0,1,10,11,5,1678,2,583,1,2,24,2,0,583,8,583,11,583,98,583,8,16
202425,2024-06-22,2024-06-27,lab,région nord est,955,106,920,0,0,1,1,3,509,2,146,0,0,8,1,0,146,1,146,0,NA,NA,146,0,4
202425,2024-06-22,2024-06-27,lab,québec chaudière appalaches,1248,132,793,0,0,6,6,3,763,7,309,0,0,5,0,0,308,8,308,11,NA,NA,232,0,9
202425,2024-06-22,2024-06-27,lab,centre du québec,1369,181,1074,0,0,3,3,3,465,10,30,0,0,1,0,0,30,0,30,0,NA,NA,31,0,6
202425,2024-06-22,2024-06-27,lab,montréal laval,1170,140,756,0,0,3,3,2,649,10,618,6,3,16,0,0,618,10,619,9,NA,NA,618,5,5
202425,2024-06-22,2024-06-27,lab,ouest du québec,726,57,449,0,0,1,1,1,447,3,48,0,0,3,0,0,48,2,48,8,NA,NA,48,1,2
202425,2024-06-22,2024-06-27,lab,montérégie,929,118,1112,0,0,5,5,3,1110,12,13,0,0,0,0,0,13,0,13,0,NA,NA,13,0,8
202425,2024-06-22,2024-06-27,region,qc,6397,734,5104,0,0,19,19,15,3943,44,1164,6,3,33,1,0,1163,21,1164,28,NA,NA,1088,6,34
202425,2024-06-22,2024-06-27,lab,phol ottawa,106,28,82,0,0,0,0,0,82,0,63,0,0,0,0,7,63,0,63,0,63,9,63,0,0
202425,2024-06-22,2024-06-27,lab,eorla,621,42,329,0,0,0,0,0,329,0,29,0,0,3,0,0,29,0,29,2,29,9,29,2,0
202425,2024-06-22,2024-06-27,lab,phol kingston,101,29,85,0,0,0,0,0,85,0,55,0,0,0,0,1,55,0,55,2,55,11,55,0,0
202425,2024-06-22,2024-06-27,lab,phol peterborough,46,9,82,0,0,0,0,0,82,0,58,0,0,0,0,6,58,1,58,2,58,17,58,0,0
202425,2024-06-22,2024-06-27,lab,phol toronto,231,58,644,5,5,0,3,0,644,2,613,0,0,0,0,62,614,7,612,24,613,94,612,13,3
202425,2024-06-22,2024-06-27,lab,uhn mount sinai hospital,786,58,539,0,0,1,1,0,539,0,72,0,0,1,0,0,72,0,72,0,72,8,72,0,1
202425,2024-06-22,2024-06-27,lab,sick kids hospital toronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202425,2024-06-22,2024-06-27,lab,shared hospital laboratory,1120,58,847,1,0,0,1,3,847,2,841,0,0,0,0,14,841,5,865,1,865,45,866,1,4
202425,2024-06-22,2024-06-27,lab,phol hamilton,14,5,31,0,0,0,0,0,31,0,29,0,0,0,0,0,29,1,29,1,29,2,29,1,0
202425,2024-06-22,2024-06-27,lab,st josephs hamilton,1277,56,1235,0,0,3,3,0,1235,1,1235,0,0,20,0,0,1235,4,1235,4,1235,121,0,0,3
202425,2024-06-22,2024-06-27,lab,phol london,199,17,186,0,0,0,0,0,186,0,168,0,0,0,0,18,168,4,168,6,168,27,168,1,0
202425,2024-06-22,2024-06-27,lab,st josephs london,365,21,61,0,0,0,0,0,61,0,61,0,0,0,0,2,61,0,61,1,61,8,61,1,0
202425,2024-06-22,2024-06-27,lab,phol orillia,12,10,14,0,0,0,0,0,14,0,8,0,0,0,0,0,8,0,8,0,8,0,8,0,0
202425,2024-06-22,2024-06-27,lab,phol sudbury,9,2,13,0,0,0,0,0,13,0,11,0,0,0,0,0,11,0,11,0,11,0,11,1,0
202425,2024-06-22,2024-06-27,lab,phol timmins,30,2,21,0,0,0,0,1,21,0,19,0,0,0,0,0,19,0,19,3,19,1,19,0,1
202425,2024-06-22,2024-06-27,lab,phol sault ste marie,5,0,7,0,0,0,0,0,7,0,3,0,0,0,0,0,3,0,3,0,3,2,3,0,0
202425,2024-06-22,2024-06-27,lab,sault area hospital,74,4,58,0,0,0,0,0,58,0,54,0,0,1,0,0,54,2,54,1,54,4,54,0,0
202425,2024-06-22,2024-06-27,lab,phol thunder bay,19,6,19,0,0,0,0,0,19,0,14,0,0,0,0,1,15,0,14,0,14,4,14,1,0
202425,2024-06-22,2024-06-27,region,on,5015,405,4253,6,5,4,8,4,4253,5,3333,0,0,25,0,111,3335,24,3356,47,3357,362,2122,21,12
202425,2024-06-22,2024-06-27,lab,mb,957,71,415,0,1,1,2,3,415,0,94,1,0,9,0,0,94,4,115,0,94,36,115,0,5
202425,2024-06-22,2024-06-27,lab,sk,1164,125,764,0,0,1,1,2,681,3,308,0,1,14,1,0,308,3,308,0,308,48,308,3,3
202425,2024-06-22,2024-06-27,lab,ab,3062,349,1006,4,3,0,7,2,883,1,883,7,1,32,0,0,883,5,789,1,868,84,883,9,9
202425,2024-06-22,2024-06-27,region,prairies,5183,545,2185,4,4,2,10,7,1979,4,1285,8,2,55,1,0,1285,12,1212,1,1270,168,1306,12,17
202425,2024-06-22,2024-06-27,region,bc,2979,430,2233,24,3,0,66,6,2229,6,791,3,3,67,3,0,791,14,791,10,760,106,760,5,72
202425,2024-06-22,2024-06-27,lab,yt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202425,2024-06-22,2024-06-27,lab,nt,23,3,23,0,0,0,0,0,23,0,NA,NA,NA,NA,NA,NA,23,0,23,3,23,5,NA,NA,0
202425,2024-06-22,2024-06-27,lab,nu,113,5,99,0,0,0,0,9,99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
202425,2024-06-22,2024-06-27,region,territories,136,8,122,0,0,0,0,9,122,0,NA,NA,NA,NA,NA,NA,23,0,23,3,23,5,NA,NA,9
202425,2024-06-22,2024-06-27,nation,ca,21793,2296,15632,34,13,35,114,46,14204,61,7156,18,10,204,7,111,7180,79,7129,100,5993,739,5859,52,160
202426,2024-06-29,2024-07-04,lab,nl,502,74,418,0,0,1,1,2,418,3,418,0,1,20,2,0,418,2,418,10,418,43,418,2,3
202426,2024-06-29,2024-07-04,lab,pe,80,22,21,0,0,0,0,0,21,0,6,0,0,0,0,0,6,0,6,0,6,1,6,0,0
202426,2024-06-29,2024-07-04,lab,ns,877,80,816,0,0,0,0,2,732,0,32,0,0,1,0,0,32,1,32,1,32,6,32,0,2
202426,2024-06-29,2024-07-04,lab,nb,679,44,487,0,0,1,1,1,487,1,77,0,0,3,1,0,77,4,77,1,77,20,77,2,2
202426,2024-06-29,2024-07-04,region,atlantic,2138,220,1742,0,0,2,2,5,1658,4,533,0,1,24,3,0,533,7,533,12,533,70,533,4,7
202426,2024-06-29,2024-07-04,lab,région nord est,965,102,906,0,0,5,5,4,460,3,129,1,0,11,0,0,129,6,124,2,NA,NA,129,0,9
202426,2024-06-29,2024-07-04,lab,québec chaudière appalaches,1086,123,677,0,0,1,1,2,677,9,247,1,0,5,0,0,245,1,247,8,NA,NA,178,3,3
